Unnamed: 0,title,author,rating,voters,price,currency,description,publisher,page_count,generes,ISBN,language,published_date,user_id,user_name,user_gender
819,Venomized,Cullen Bunn,4.5,56,35.41,SAR,"Collects Venomized #1-5. The story that began in VENOMVERSE reaches its epic conclusion! The Poisons, a species that hungers for super-powered symbiotes and their hosts, have picked their next target: the Marvel Universe itself! Their first objective? Put every superhuman in a Klyntar symbiote  and then consume them! And with Venom and the X-Men still missing after the events of Poison-X, Earth stands defenseless! By the time they make it back home, Venom and the X-Men find dozens of heroes and villains unwillingly bonded with symbiotes. And when the Poisons consume one of their strongest allies, the champions of Earth must rally  and stand against one of their own! But what do the Poisons have planned for Cletus Kasady, A.K.A. Carnage? And can anything in the galaxy stand in the way ofPoison Thanos?!",Marvel Entertainment,136.0,"Comics &amp, Graphic Novels , Superheroes",9.7813E+12,English,25-Jul-18,820,user_820,Female
820,Salvaged,Madeleine Roux,4.0,1,47.78,SAR,"A WOMAN ON THE RUN. A CAPTAIN ADRIFT IN SPACE. ONE OF THEM IS INFECTED WITH AN ALIEN PARASITE. 

In this dark science fiction thriller, a young woman must confront her past so the human race will have a future.

Rosalyn Devar is on the run from her famous family, the bioengineering job she's come to hate, and her messed-up life. She's run all the way to outer space, where she's taken a position as a ""space janitor,"" cleaning up ill-fated research expeditions. But no matter how far she goes, Rosalyn can't escape herself. After too many mistakes on the job, she's given one last chance: take care of salvaging the Brigantine, a research vessel that has gone dark, with all crew aboard thought dead.

But the Brigantine's crew are very much alive--if not entirely human. Now Rosalyn is trapped on board, alone with a crew infected by a mysterious parasitic alien. The captain, Edison Aries, seems to still maintain some control over himself and the crew, but he won't be able to keep fighting much longer. Rosalyn and Edison must find a way to stop the parasite's onslaught...or it may take over the entire human race.",Penguin,368.0,none,9.78045E+12,English,15-Oct-19,821,user_821,Female
821,Mrs. Pollifax Unveiled,Dorothy Gilman,3.9,21,31.46,SAR,"After facing down hijackers on a flight to the Middle East and saving the lives of the passengers on board, a young American woman steps off the plane in Damascus in a blaze of celebrity and disappears. The CIA believes Amanda Pym was kidnapped, possibly murdered.

Masquerading as Amanda Pym’s worried aunt, Mrs. Pollifax begins her determined search, slipping through Damascus’s crooked streets and crowded souks . . . and trekking deep into the desert. Yet she is shadowed by deadly enemies, whose sinister agenda threatens not only Mrs. P. but the fragile stability of the entire Middle East. Only a miracle–or a brilliant counterplot– can forestall a disaster that will send shock waves around the world.",Ballantine Books,208.0,"Fiction , Mystery &amp, Detective , Traditional",9.78035E+12,English,31-May-00,822,user_822,Female
822,Gangster: A Novel,Lorenzo Carcaterra,4.5,79,31.46,SAR,"Love. Violence. Destiny. These powerful themes ricochet through Lorenzo Carcaterra’s new novel like bullets from a machine gun. In Gangster, he surpasses even his bestselling Sleepers to create a brutal and brilliant American saga of murder, forgiveness, and redemption.

Born in the midst of tragedy and violence and raised in the shadow of a shocking secret, young Angelo Vestieri chooses to flee both his past and his father to seek a second family—the criminals who preside over early 20th century New York. In his bloody rise from soldier to mob boss, he encounters ever more barbaric betrayals—in friendship, in his brutal business, in love—yet simultaneously comes to understand the meaning of loyalty, the virtue of relationships, and gains a perspective on the lonely, if powerful, life he has chosen.

As the years pass, as enemies are made and defeated, as wars are fought and won, the old don meets an abandoned boy who needs a parent as much as protection. By taking Gabe under his wing and teaching him everything he knows, Angelo Vestieri will learn, in the winter of his life, which is greater: his love for the boy he cherishes, or his need to be a gangster and to live by the savage rules he helped create.

A sweeping panoramic with riveting characters, a unique understanding of the underworld philosophy, and a relentless pace, Gangster travels through the time of godfathers and goodfellas to our own world of suburban Sopranos. But this is more than just an authentic chronicle of crime. Setting a new standard for this acclaimed author, Gangster is a compassionate portrait of one man's fight against his fate—and an unforgettable epic of a family, a city, a century.",Ballantine Books,384.0,"Fiction , Thrillers , Suspense",9.78035E+12,English,30-Jul-02,823,user_823,Female
823,Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,4.0,10,26.15,SAR,"With swollen feet and swelling belly, pregnant Ellie bravely joins the nation's tourists in seeing the sights in Washington, D.C. But a fatal incident at the Metro station convinces Ellie that something is rotten in the capital city. Should she do the safe thing and pack her bags? Not likely when too many people are telling lies, hiding secrets, and acting suspiciously. Luckily, Ellie Avery is just the right woman to clean up the most mysterious cases of murder--even if she has to brave the most dangerous byways in the corridors of power . . .




Don't miss Ellie Avery's top-notch tips for great vacations!



Praise for Sara Rosett and her Mom Zone Mysteries. . .



""Crackles with intrigue, keeps you turning pages.""
--Alesia Holliday



""Sharp writing, tight plotting, a fascinating peek into the world of military wives. Jump in!""
--Cynthia Baxter



""The stunning conclusion should delight readers.""
--Romantic Times",Kensington Publishing Corp.,320.0,"Fiction , Mystery &amp, Detective , Amateur Sleuth",9.78162E+12,English,1-Mar-09,824,user_824,Male
824,HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,3.6,5,133.9,SAR,"“This definitive work on HR competencies provides ideas and tools that help HR professionals develop their career and make their organization effective.”
 —Edward E. Lawler III, Professor, University of Southern California “This book is a crucial blueprint of what it takes to succeed. A must have for every HR professional.”
 —Lynda Gratton, Professor, London Business School “One single concept changed the HR world forever: ‘HR business partner’. Through consistent cycles of research and practical application, Dave and his team have produced and update the most comprehensive set of HR competencies ever.”
 —Horacio Quiros, President, World Federation of People Management Associations ""Packed with facts, evidence, and prescriptive advice. It is about being a business leader first, and an HR professional second.”
 —Randy MacDonald, Senior Vice President, Human Resources, IBM Corporation ""The concepts and competencies presented in this book provide HR leaders with new insights.""
 —Gina Qiao, Senior Vice President, HR Lenovo “Powerful, relevant and timely! Defines ""new HR"" in a pragmatic way. This book is a must for leaders and HR folks who seek to create sustainable competitive advantage.”
 —Satish Pradhan, Chief, Group Human Resources, Tata Sons Limited “You can’t argue with the data! This book is a definitive and practical guide to learning the HR competencies for success.”
 —John Lynch, Senior Vice President, HR, General Electric “A must read for any HR executive. This research-based competency model is particularly compelling because it is informed by the perspective of non-HR executives and stakeholders.”
 —Sue Meisinger, Distinguished speaker and author, former CEO of SHRM ""Read this book for a unique long-term perspective on where HR competencies have brought us and must take us in future.""
 —John Boudreau, Professor, University of Southern California and Research Director, Center for Effective Organizations",McGraw Hill Professional,272.0,none,9.78007E+12,English,20-Jul-12,825,user_825,Male
825,We Should All Be Feminists,Chimamanda Ngozi Adichie,4.2,272,23.85,SAR,"The highly acclaimed, provocative New York Times bestseller from the award-winning author of Americanah, “one of the world’s great contemporary writers” (Barack Obama).

In this personal, eloquently-argued essay—adapted from the much-admired TEDx talk of the same name—Chimamanda Ngozi Adichie offers readers a unique definition of feminism for the twenty-first century, one rooted in inclusion and awareness. Drawing extensively on her own experiences and her deep understanding of the often masked realities of sexual politics, here is one remarkable author’s exploration of what it means to be a woman now—and an of-the-moment rallying cry for why we should all be feminists.

An eBook short.",Vintage,32.0,"Political Science , Essays",9.7811E+12,English,29-Jul-14,826,user_826,Male
826,The Secret,Rhonda Byrne,4.1,"9,403",47.22,SAR,"The tenth-anniversary edition of the book that changed lives in profound ways, now with a new foreword and afterword.

In 2006, a groundbreaking feature-length film revealed the great mystery of the universe—The Secret—and, later that year, Rhonda Byrne followed with a book that became a worldwide bestseller.
 
Fragments of a Great Secret have been found in the oral traditions, in literature, in religions and philosophies throughout the centuries. For the first time, all the pieces of The Secret come together in an incredible revelation that will be life-transforming for all who experience it.
 
In this book, you’ll learn how to use The Secret in every aspect of your life—money, health, relationships, happiness, and in every interaction you have in the world. You’ll begin to understand the hidden, untapped power that’s within you, and this revelation can bring joy to every aspect of your life.
 
The Secret contains wisdom from modern-day teachers—men and women who have used it to achieve health, wealth, and happiness. By applying the knowledge of The Secret, they bring to light compelling stories of eradicating disease, acquiring massive wealth, overcoming obstacles, and achieving what many would regard as impossible.",Simon and Schuster,216.0,none,9.78142E+12,English,26-Feb-07,827,user_827,Male
827,Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,5.0,4,98.42,SAR,"THE SUNDAY TIMES BESTSELLER'Coming from Glasgow, it's weird, I don't really tell jokes, like Irish jokes and all that. I tell wee stories. And some of them don't even have punchlines. But you'll get used to it as the night goes on, and on, and on, and on and on...'In December 2018, after fifty years of belly-laughs, energy and outrage, Billy Connolly announced his retirement from live stand-up comedy. It had been an extraordinary career.When he first started out in the late sixties, Billy played the banjo in the folk clubs of Scotland. Between songs, he would improvise a bit, telling anecdotes from the Clyde shipyard where he'd worked. In the process, he made all kinds of discoveries about what audiences found funny, from his own brilliant mimes to the power of speaking irreverently about politics or explicitly about sex. He began to understand the craft of great storytelling. Soon the songs became shorter and the monologues longer, and Billy quickly became recognised as one of the most exciting comedians of his generation.Billy's routines always felt spontaneous. He never wrote scripts, always creating his comedy freshly on stage in the presence of a live audience. A brilliant comic story might be subsequently discarded, adapted or embellished. A quick observation or short anecdote one night, could become a twenty-minute segment by the next night of a tour.Billy always brought a beautiful sense of the absurd to his shows as he riffed on his family, hecklers, swimming in the North Sea or naked bungee jumping. But his comedy can be laced with anger too. He hates pretentiousness and calls out hypocrisy wherever he sees it. His insights about the human condition have shocked many people, while his unique talent and startling appearance on stage gave him license to say anything he damn well pleased about sex, politics or religion. Billy got away with it because he has always had the popular touch. His comedy spans generations and different social tribes in a way that few others have ever managed.Tall Tales and Wee Stories brings together the very best of Billy's storytelling for the first time and includes his most famous routines including, The Last Supper, Jojoba Shampoo, Incontinence Pants and Shouting at Wildebeest. With an introduction and original illustrations by Billy throughout, it is an inspirational, energetic and riotously funny read, and a fitting celebration of our greatest ever comedian.",Hachette UK,336.0,"Humor , Topic , Celebrity &amp, Popular Culture",9.78153E+12,English,17-Oct-19,828,user_828,Other
828,"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,4.6,66,23.59,SAR,"Discover the Life-Changing Strategy of This Worldwide Bestseller in 17 Languages!
UPDATED: Includes the best habit tracking apps of 2017.Lasting Change For Early Quitters, Burnouts, The Unmotivated, And Everyone Else Too 

When I decided to start exercising consistently 10 years ago, this is what actually happened: I tried ""getting motivated."" It worked sometimes.I tried setting audacious big goals. I almost always failed them.I tried to make changes last. They didn't.Like most people who try to change and fail, I assumed that I was the problem.

Then one afternoon--after another failed attempt to get motivated to exercise--I (accidentally) started my first mini habit. I initially committed to do one push-up, and it turned into a full workout. I was shocked. This ""stupid idea"" wasn't supposed to work. I was shocked again when my success with this strategy continued for months (and to this day).

I had to consider that maybe I wasn't the problem in those 10 years of mediocre results. Maybe it was my prior strategies that were ineffective, despite being oft-repeated as ""the way to change"" in countless books and blogs.

My suspicions were correct.

Is There A Scientific Explanation For This?
As I sought understanding, I found a plethora of scientific studies that had answers, with nobody to interpret them correctly. Based on the science--which you'll find peppered throughout Mini Habits--we've been doing it all wrong.

You can succeed without the guilt, intimidation, and repeated failure associated with such strategies as ""getting motivated,"" New Year's Resolutions, or even ""just doing it."" In fact, you need to stop using those strategies if they aren't giving you great results.

Most popular strategies don't work well because they require you to fight against your subconscious brain (a fight not easily won). It's only when you start playing by your brain's rules and taking your human limitations seriously--as mini habits show you how to do--that you can achieve lasting change.

What's A Mini Habit?
A mini habit is a very small positive behavior that you force yourself to do every day; its ""too small to fail"" nature makes it weightless, deceptively powerful, and a superior habit-building strategy. You will have no choice but to believe in yourself when you're always moving forward.

The barrier to the first step is so low that even depressed or ""stuck"" people can find early success and begin to reverse their lives right away. And if you think one push-up a day is too small to matter, I've got one heck of a story for you!

Aim For The First Step
They say when you aim for the moon, you'll land among the stars. Well, that doesn't make sense, as the moon is closer than the stars. I digress. 

The message is that you should aim very high and even if you fall short, you'll still get somewhere. I've found the opposite to be true in regards to productivity and healthy behaviors. When you aim for the moon, you won't do anything because it's too far away. But when you aim for the step in front of you, you might keep going and reach the moon.

I've used the Mini Habits strategy to get into the best shape of my life, read 10x more books, and write 4x as many words. It started from requiring one push-up from myself every day. How ridiculous is that? Not so ridiculous when you consider the science of the brain, habits, and willpower.

The Mini Habits system works because it's how our brains are designed to change.

Note: This book isn't for eliminating bad habits (some principles could be useful for breaking habits). Mini Habits is a strategy to create permanent healthy habits in: exercise, writing, reading, thinking positively, meditating, drinking water, eating healthy foods, etc.

Lasting change won't happen until you take that first step into a strategy that works. Give Mini Habits a try. You won't look back.",Selective Entertainment LLC,126.0,"Self-Help , Personal Growth , Self-Esteem",9.781E+12,English,22-Dec-13,829,user_829,Other
829,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,"1,130",49.92,SAR,"'An all too plausible disaster for the world we live in. Great nail-biting stuff' - Robert Goddard
'The plot twists and turns like a python in a sack... Visceral, gritty and cinematic' - The TimesWhen your past comes calling, it's time to disappear . . . Pilgrim is the codename for a man who doesn’t exist. The adopted son of a wealthy American family, he once headed up a secret espionage unit for US intelligence. Before he disappeared into anonymous retirement, he wrote the definitive book on forensic criminal investigation.But that book will come back to haunt him. It will help NYPD detective Ben Bradley track him down. And it will take him to a rundown New York hotel room where the body of a woman is found facedown in a bath of acid.Her features erased, her teeth missing, her fingerprints gone. The perfect crime, it's a textbook murder – and Pilgrim wrote the book.What begins as an unusual and challenging investigation will become a terrifying race-against-time to save America from oblivion, in the Sunday Times bestselling novel from Terry Hayes.",Random House,704.0,"Fiction , Mystery &amp, Detective , General",9.78145E+12,English,18-Jul-13,830,user_830,Male
830,The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,4.7,7,3.71,SAR,"‘Sometimes we can’t see what’s right in front of us, Kat. Everyone has secrets, even the people we love, the people we live with…’
Kat remembers the days when her only daughter Amy wouldn't leave her side. Amy was the baby who cried when you walked out of the room, the toddler who was too shy to speak to strangers, the small child who clung to Kat's legs in the school playground.
But now Amy is grown up, and Amy is gone – to university in a town several hours away. Kat's house – which once felt too full, too noisy, too busy – is deathly quiet, and Kat awaits the daily phone call to tell her that her beloved daughter is thriving and happy. 
Until the day Amy doesn’t call, sending Kat into a panic. Her husband and friends say she’s being paranoid – surely Amy is just out, having fun? But Kat feels sure something is very wrong – she knows her daughter, and she would never just disappear. 
As the hours turn into days, her fears are confirmed: Amy is missing. But there are secrets about her daughter that Kat doesn't know about yet. And the truth about Amy's whereabouts may be closer to home than Kat could ever imagine...
A gripping and suspenseful psychological thriller with more twists and turns than a rollercoaster and an ending that will blow readers’ minds. Fans of The Wife Between Us, The Girl Before and Gone Girl will be gripped by this unputdownable story about a mother’s obsessive love for her child.
Readers are loving The Empty Nest:‘OMG… I couldn’t believe the ending and what truly happened to Kat’s daughter. There were so many twists and turns in this book but the ending blew my mind.’ Goodreads Reviewer ⭐⭐⭐⭐⭐ ‘Wow I never saw that ending!... A huge rollercoaster of events that will keep you enthralled right to the end!... Great read.’ Goodreads Reviewer ⭐⭐⭐⭐⭐ ‘A full on, straight into it thriller, with a banging twist and a satisfying end! A quickfire ever changing story of who has done what and why… It had me foxed and I got it completely wrong… So well written, full of drama and just a perfect read. 10/10.’ Goodreads Reviewer ⭐⭐⭐⭐⭐
‘What an amazing book. I couldn't put it down. Had my attention from start to finish… Just when I thought I had it figured out I was proven wrong.’ Goodreads Reviewer ⭐⭐⭐⭐⭐ ‘A compulsively readable mystery that kept me fully engrossed and turning pages long into the night. This is a twisty thriller that kept me guessing right up until the final page… Brilliantly executed… Thoroughly addictive.’ Goodreads Reviewer ⭐⭐⭐⭐⭐ ‘I was so gobsmacked… The Empty Nest is a story steeped in secrets and lies. The suspense and tension surrounding Amy’s disappearance builds up wonderfully and had me totally hooked, tearing through the pages to see just what had happened to her.’ By the Letter Book Reviews ⭐⭐⭐⭐⭐
‘An addictive, suspenseful thriller that kept me on the edge of my seat from start to finish… This story is filled with lies, betrayal, and shocking secrets. The author does a wonderful job building the tension and the ending was clever and satisfying. I highly recommend this twisty thriller.’ Goodreads Reviewer ⭐⭐⭐⭐⭐
‘This book was fast paced. Hard to put down. It flowed well and it was very well written. It caught hold of me and had me hooked from the start. I was literally on the edge of my seat reading this book.’ Goodreads Reviewer ⭐⭐⭐⭐
‘Sue Watson is an amazing storyteller… She perfectly wove together a web of lies, paranoia, deceit, and friendship that created a rollercoaster of a ride from start to finish. This really is such a compulsive read, building the tension and a brilliant ending… A real unputdownable book.’ Goodreads Reviewer ⭐⭐⭐⭐⭐
‘Keeps the reader guessing as to what happened.... Each time you think you know where the story is going, something changes… Very difficult to put down.’ NetGalley Reviewer ⭐⭐⭐⭐⭐
‘A brilliant addictive psychological thriller, full of twists and turns… It kept me on the edge of my seat throughout… Compulsive reading.’ NetGalley Reviewer ⭐⭐⭐⭐⭐",Bookouture,357.0,"Fiction , Thrillers , Crime",9.78184E+12,English,1-Nov-19,831,user_831,Female
831,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,11,36.86,SAR,"The intoxicating and bloodthirsty finale to the New York Times bestselling The Cruel Prince, nominated for the CILIP CARNEGIE MEDAL 2019, and  New York Times bestseller The Wicked King 

After being pronounced Queen of Faerie and then abruptly exiled by the Wicked King Cardan, Jude finds herself unmoored, the queen of nothing. She spends her time with Vivi and Oak, watching reality television, and doing odd jobs, including squaring up to a cannibalistic faerie.

When her twin sister Taryn shows up asking a favour, Jude jumps at the chance to return to the Faerie world, even if it means facing Cardan, who she loves despite his betrayal. When a dark curse is unveiled, Jude must become the first mortal Queen of Faerie and break the curse, or risk upsetting the balance of the whole Faerie world.",Bonnier Zaffre Ltd.,448.0,"Young Adult Fiction , Fantasy , Dark Fantasy",9.78147E+12,English,19-Nov-19,832,user_832,Male
832,The Guardians: A Novel,John Grisham,4.5,60,71.63,SAR,"In this instant #1 New York Times bestseller, John Grisham delivers a classic legal thriller—with a twist.

“Terrific…affecting…Grisham has done it again.”—Maureen Corrigan, The Washington Post
 
“A suspenseful thriller mixed with powerful themes.”—Associated Press


In the small Florida town of Seabrook, a young lawyer named Keith Russo was shot dead at his desk as he worked late one night. The killer left no clues. There were no witnesses, no one with a motive. But the police soon came to suspect Quincy Miller, a young black man who was once a client of Russo’s. 

 Quincy was tried, convicted, and sent to prison for life. For twenty-two years he languished in prison, maintaining his innocence.  But no one was listening.  He had no lawyer, no advocate on the outside. In desperation, he writes a letter to Guardian Ministries, a small nonprofit run by Cullen Post, a lawyer who is also an Episcopal minister.

 Guardian accepts only a few innocence cases at a time.  Cullen Post travels the country fighting wrongful convictions and taking on clients forgotten by the system. With Quincy Miller, though, he gets far more than he bargained for. Powerful, ruthless people murdered Keith Russo, and they do not want Quincy Miller exonerated.

 They killed one lawyer twenty-two years ago, and they will kill another without a second thought.",Doubleday,384.0,none,9.78039E+12,English,15-Oct-19,833,user_833,Female
833,No One Is Too Small to Make a Difference,Greta Thunberg,5.0,2,38.18,SAR,"The groundbreaking speeches of Greta Thunberg, the young climate activist who has become the voice of a generation, including her historic address to the United Nations 

In August 2018 a fifteen-year-old Swedish girl, Greta Thunberg, decided not to go to school one day in order to protest the climate crisis. Her actions sparked a global movement, inspiring millions of students to go on strike for our planet, forcing governments to listen, and earning her a Nobel Peace Prize nomination.

No One Is Too Small to Make A Difference brings you Greta in her own words, for the first time. Collecting her speeches that have made history across the globe, from the United Nations to Capitol Hill and mass street protests, her book is a rallying cry for why we must all wake up and fight to protect the living planet, no matter how powerless we feel. Our future depends upon it.",Penguin,112.0,"Science , Global Warming &amp, Climate Change",9.78053E+12,English,12-Nov-19,834,user_834,Other
834,The Vagrant (The Vagrant Trilogy),Peter Newman,4.2,179,34.58,SAR,"The Vagrant is his name. He has no other. Years have passed since humanity’s destruction emerged from the Breach. Friendless and alone he walks across a desolate, war-torn landscape. As each day passes the world tumbles further into depravity, bent and twisted by the new order, corrupted by the Usurper, the enemy, and his infernal horde. His purpose is to reach the Shining City, last bastion of the human race, and deliver the only weapon that may make a difference in the ongoing war. What little hope remains is dying. Abandoned by its leader, The Seven, and its heroes, The Seraph Knights, the last defences of a once great civilisation are crumbling into dust. But the Shining City is far away and the world is a very dangerous place.",HarperCollins UK,416.0,"Fiction , Science Fiction , General",9.78001E+12,English,23-Apr-15,835,user_835,Other
835,Boy Erased: A Memoir,Garrard Conley,4.0,35,23.85,SAR,"The New York Times bestselling memoir about identity, love and understanding. Now a major motion picture starring Nicole Kidman, Russell Crowe, and Lucas Hedges, directed by Joel Edgerton. ""Every sentence of the story will stir your soul"" (O Magazine).
  
 The son of a Baptist pastor and deeply embedded in church life in small town Arkansas, as a young man Garrard Conley was terrified and conflicted about his sexuality.
  
 When Garrard was a nineteen-year-old college student, he was outed to his parents, and was forced to make a life-changing decision: either agree to attend a church-supported conversion therapy program that promised to “cure” him of homosexuality; or risk losing family, friends, and the God he had prayed to every day of his life. Through an institutionalized Twelve-Step Program heavy on Bible study, he was supposed to emerge heterosexual, ex-gay, cleansed of impure urges and stronger in his faith in God for his brush with sin. Instead, even when faced with a harrowing and brutal journey, Garrard found the strength and understanding to break out in search of his true self and forgiveness. 
  
 By confronting his buried past and the burden of a life lived in shadow, Garrard traces the complex relationships among family, faith, and community. At times heart-breaking, at times triumphant, this memoir is a testament to love that survives despite all odds.",Penguin,352.0,none,9.7807E+12,English,10-May-16,836,user_836,Female
836,The Call of Cthulhu,H. P. Lovecraft,4.9,14,3.71,SAR,"The Call of Cthulhu is a story by American writer H. P. Lovecraft. The story deals with a manuscript found among the papers of the late Francis Wayland Thurston, of Boston. In the text, Thurston recounts his discovery of notes left behind by his granduncle, George Gammell Angell, a prominent Professor of Semitic languages at Brown University in Providence, Rhode Island, who died suddenly. The first chapter, The Horror in Clay, concerns a small bas-relief sculpture found among the papers, which the narrator describes: ""My somewhat extravagant imagination yielded simultaneous pictures of an octopus, a dragon, and a human caricature.... A pulpy, tentacled head surmounted a grotesque and scaly body with rudimentary wings."" The sculpture is the work of Henry Anthony Wilcox, a student at the Rhode Island School of Design who based the work on his delirious dreams of ""great Cyclopean cities of titan blocks and sky-flung monoliths, all dripping with green ooze and sinister with latent horror.""",BookRix,49.0,none,9.78374E+12,English,17-Oct-18,837,user_837,Male
837,The Infinite Game,Simon Sinek,3.8,4,71.63,SAR,"From the New York Times bestselling author of Start With Why and Leaders Eat Last, a bold framework for leadership in today’s ever-changing world.
  
 How do we win a game that has no end? Finite games, like football or chess, have known players, fixed rules and a clear endpoint. The winners and losers are easily identified. Infinite games, games with no finish line, like business or politics, or life itself, have players who come and go. The rules of an infinite game are changeable while infinite games have no defined endpoint. There are no winners or losers—only ahead and behind. 
  
 The question is, how do we play to succeed in the game we’re in?
  
 In this revelatory new book, Simon Sinek offers a framework for leading with an infinite mindset. On one hand, none of us can resist the fleeting thrills of a promotion earned or a tournament won, yet these rewards fade quickly. In pursuit of a Just Cause, we will commit to a vision of a future world so appealing that we will build it week after week, month after month, year after year. Although we do not know the exact form this world will take, working toward it gives our work and our life meaning. 
  
 Leaders who embrace an infinite mindset build stronger, more innovative, more inspiring organizations. Ultimately, they are the ones who lead us into the future.",Penguin,272.0,"Business &amp, Economics , Decision-Making &amp, Problem Solving",9.78074E+12,English,15-Oct-19,838,user_838,Male
838,PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology,Sigmund Freud,4.2,12,2.06,SAR,"This carefully crafted ebook: ""PSYCHOANALYSIS FOR BEGINNERS: A General Introduction to Psychoanalysis & Dream Psychology"" is formatted for your eReader with a functional and detailed table of contents. Introduction to Psychoanalysis is a set of lectures given by Sigmund Freud 1915-17, which became the most popular and widely translated of his works. The 28 lectures offered an elementary stock-taking of his views of the unconscious, dreams, and the theory of neuroses at the time of writing, as well as offering some new technical material to the more advanced reader. In these three-part Introductory Lectures, by beginning with a discussion of Freudian slips in the first part, moving on to dreams in the second, and only tackling the neuroses in the third, Freud succeeded in presenting his ideas as firmly grounded in the common-sense world of everyday experience. Freud built his complete method of psycho-analysis around his dream theories. In the book Dream Psychology: Psychoanalysis for Beginners Freud explains the buried meanings inside dreams, particularly the drive and the connection between the unconscious and conscious, blocked sexual cravings, and the significance of dreams to our overall well-being. Sigmund Freud (1856-1939) was an Austrian neurologist and the father of psychoanalysis, a clinical method for treating psychopathology through dialogue between a patient and a psychoanalyst. In creating psychoanalysis, Freud developed therapeutic techniques such as the use of free association and discovered transference, establishing its central role in the analytic process. Freud's redefinition of sexuality to include its infantile forms led him to formulate the Oedipus complex as the central tenet of psychoanalytical theory. His analysis of dreams as wish-fulfillments provided him with models for the clinical analysis of symptom formation and the mechanisms of repression as well as for elaboration of his theory of the unconscious.",e-artnow,160.0,none,9.78803E+12,English,8-Feb-16,839,user_839,Female
839,It,Stephen King,4.5,"4,260",19.65,SAR,"It: Chapter Two—now a major motion picture!
 
 Stephen King’s terrifying, classic #1 New York Times bestseller, “a landmark in American literature” (Chicago Sun-Times)—about seven adults who return to their hometown to confront a nightmare they had first stumbled on as teenagers…an evil without a name: It.

Welcome to Derry, Maine. It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real.
 
They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But the promise they made twenty-eight years ago calls them reunite in the same place where, as teenagers, they battled an evil creature that preyed on the city’s children. Now, children are being murdered again and their repressed memories of that terrifying summer return as they prepare to once again battle the monster lurking in Derry’s sewers.
 
Readers of Stephen King know that Derry, Maine, is a place with a deep, dark hold on the author. It reappears in many of his books, including Bag of Bones, Hearts in Atlantis, and 11/22/63. But it all starts with It.
 
“Stephen King’s most mature work” (St. Petersburg Times), “It will overwhelm you…to be read in a well-lit room only” (Los Angeles Times).",Simon and Schuster,1168.0,none,9.7815E+12,English,1-Jan-16,840,user_840,Male
840,Batman: Arkham Knight Vol. 3,Peter J. Tomasi,4.3,61,98.42,SAR,"The Joker is dead. Arkham City is no more. But as Batman has learned, evil is endless. And his new enemy, the mysterious, murderous Arkham Knight, is here to see the Dark Knight fall forever. And he is not alone. The crazed criminal called the Calendar Man is out to make each day BatmanÕs last. The brutal killer known as Bane wants to prove himself a more powerful warrior than any Knight. And in the shadows lurks the Scarecrow, whose sinister plans for Gotham City and its guardians are the most frightening of all. Defeating the Arkham Knight and his army will take every ounce of BatmanÕs skills and strength. Because under his rivalÕs helmet is a familiar face, one that should strike terror even into the heart of the Dark Knight himselfÉ Writers Peter J. Tomasi (BATMAN AND ROBIN) and Tim Seeley (GRAYSON) and an arsenal of top artists including Viktor Bogdanovic (REALITY CHECK), Ig Guara (BLUE BEETLE), Julio Ferreira (TEEN TITANS) and Richard Friend (BATMAN: THE DARK KNIGHT) proudly present BATMAN: ARKHAM KNIGHT VOL. 3, the shocking finale of the official prequel to Rocksteady StudiosÕ smash-hit Arkham trilogy! Collects BATMAN: ARKHAM KNIGHT #9-12, BATMAN: ARKHAM KNIGHT ANNUAL #1, BATMAN: ARKHAM KNIGHT ROBIN #1 and BATMAN: ARKHAM KNIGHT: BATGIRL & HARLEY QUINN #1.",DC,200.0,none,9.7814E+12,English,12-Jul-16,841,user_841,Male
841,And Then There Were None,Agatha Christie,4.6,510,32.1,SAR,"Agatha Christie’s world-famous mystery thriller, reissued with a striking cover designed to appeal to the latest generation of Agatha Christie fans and book lovers. Ten strangers, apparently with little in common, are lured to an island mansion off the coast of Devon by the mysterious U.N.Owen. Over dinner, a record begins to play, and the voice of an unseen host accuses each person of hiding a guilty secret. That evening, former reckless driver Tony Marston is found murdered by a deadly dose of cyanide. The tension escalates as the survivors realise the killer is not only among them but is preparing to strike again... and again...",HarperCollins UK,224.0,none,9.78001E+12,English,14-Oct-10,842,user_842,Other
